"Time","Download","Upload"
"04/01/2021 00:00:37","73.90","18.30"
"04/01/2021 00:05:45","73.89","18.37"
"04/01/2021 00:10:36","73.97","18.44"
"04/01/2021 00:15:38","73.82","18.56"
"04/01/2021 00:20:35","73.50","18.43"
"04/01/2021 00:25:39","73.88","18.43"
"04/01/2021 00:30:36","74.93","18.70"
"04/01/2021 00:35:37","74.01","18.41"
"04/01/2021 00:40:38","73.98","18.43"
"04/01/2021 00:45:38","73.49","18.43"
"04/01/2021 00:50:37","74.06","18.44"
"04/01/2021 00:55:41","74.99","18.70"
"04/01/2021 01:00:43","73.81","18.43"
"04/01/2021 01:05:39","74.90","18.70"
"04/01/2021 01:10:36","74.54","18.70"
"04/01/2021 01:15:39","73.84","18.42"
"04/01/2021 01:20:39","73.88","18.45"
"04/01/2021 01:25:40","73.49","18.47"
"04/01/2021 01:30:38","73.47","18.45"
"04/01/2021 01:35:36","73.79","18.44"
"04/01/2021 01:40:36","73.92","18.43"
"04/01/2021 01:45:40","74.11","18.43"
"04/01/2021 01:50:40","73.97","18.42"
"04/01/2021 01:55:39","73.89","18.24"
"04/01/2021 02:00:38","73.90","18.43"
"04/01/2021 02:05:39","73.94","18.44"
"04/01/2021 02:10:37","74.06","18.44"
"04/01/2021 02:15:39","72.88","18.44"
"04/01/2021 02:20:36","74.59","18.67"
"04/01/2021 02:25:40","73.18","18.51"
"04/01/2021 02:30:39","74.77","18.71"
"04/01/2021 02:35:37","73.88","18.43"
"04/01/2021 02:40:36","73.35","18.44"
"04/01/2021 02:45:38","73.78","18.42"
"04/01/2021 02:50:38","74.91","18.47"
"04/01/2021 02:55:38","73.39","18.44"
"04/01/2021 03:00:36","74.87","18.78"
"04/01/2021 03:05:37","73.83","18.42"
"04/01/2021 03:10:36","73.70","18.40"
"04/01/2021 03:15:36","73.86","18.41"
"04/01/2021 03:20:38","74.10","18.43"
"04/01/2021 03:25:38","74.00","18.44"
"04/01/2021 03:30:39","74.85","18.71"
"04/01/2021 03:35:40","74.07","18.59"
"04/01/2021 03:40:41","74.14","18.44"
"04/01/2021 03:45:34","74.82","18.70"
"04/01/2021 03:50:36","73.60","18.42"
"04/01/2021 03:55:40","74.78","18.69"
"04/01/2021 04:00:38","73.67","18.48"
"04/01/2021 04:05:39","73.75","18.44"
"04/01/2021 04:10:41","74.85","18.70"
"04/01/2021 04:16:43","74.10","18.44"
"04/01/2021 04:29:52","73.91","18.40"
"04/01/2021 04:33:27","73.81","18.44"
"04/01/2021 04:35:39","74.02","18.44"
"04/01/2021 04:40:40","73.97","18.81"
"04/01/2021 04:45:39","74.64","18.67"
"04/01/2021 04:50:37","74.22","18.44"
"04/01/2021 04:55:37","73.97","18.42"
"04/01/2021 05:00:37","73.83","18.44"
"04/01/2021 05:05:40","74.04","18.45"
"04/01/2021 05:10:38","74.12","18.39"
"04/01/2021 05:15:44","73.99","18.40"
"04/01/2021 05:20:38","73.70","18.46"
"04/01/2021 05:25:35","74.82","18.67"
"04/01/2021 05:30:56","74.09","18.41"
"04/01/2021 05:35:36","75.10","18.65"
"04/01/2021 05:40:36","74.09","18.44"
"04/01/2021 05:45:41","73.89","18.44"
"04/01/2021 05:50:38","74.26","18.44"
"04/01/2021 05:55:37","74.01","18.41"
"04/01/2021 06:00:35","73.58","18.44"
"04/01/2021 06:05:39","73.97","18.79"
"04/01/2021 06:10:43","73.86","18.41"
"04/01/2021 06:15:42","74.00","18.45"
"04/01/2021 06:20:41","74.11","18.41"
"04/01/2021 06:25:45","73.65","18.43"
"04/01/2021 06:30:45","74.99","18.58"
"04/01/2021 06:35:38","73.87","18.41"
"04/01/2021 06:40:35","74.05","18.44"
"04/01/2021 06:45:35","73.89","18.44"
"04/01/2021 06:50:43","74.02","18.39"
"04/01/2021 06:55:38","73.99","18.04"
"04/01/2021 07:00:37","73.23","18.40"
"04/01/2021 07:05:41","74.97","18.69"
"04/01/2021 07:10:38","73.89","18.43"
"04/01/2021 07:15:39","74.02","18.41"
"04/01/2021 07:20:37","73.51","18.30"
"04/01/2021 07:25:34","74.02","18.42"
"04/01/2021 07:30:38","73.98","18.44"
"04/01/2021 07:35:50","73.88","18.36"
"04/01/2021 07:40:46","73.97","18.45"
"04/01/2021 07:45:42","74.74","18.68"
"04/01/2021 07:50:41","74.20","18.43"
"04/01/2021 07:55:38","73.81","18.42"
"04/01/2021 08:00:35","73.48","18.48"
"04/01/2021 08:05:40","73.94","18.46"
"04/01/2021 08:10:39","73.32","18.26"
"04/01/2021 08:15:36","74.06","18.34"
"04/01/2021 08:20:37","74.08","18.44"
"04/01/2021 08:25:36","74.84","18.68"
"04/01/2021 08:30:36","70.62","18.56"
"04/01/2021 08:35:41","73.75","18.43"
"04/01/2021 08:40:39","75.07","18.68"
"04/01/2021 08:45:35","74.14","18.28"
"04/01/2021 08:50:39","74.33","18.58"
"04/01/2021 08:55:41","73.87","18.43"
"04/01/2021 09:01:01","43.86","18.32"
"04/01/2021 09:05:39","75.12","18.65"
"04/01/2021 09:10:38","73.41","18.43"
"04/01/2021 09:15:37","74.91","18.58"
"04/01/2021 09:20:39","74.05","18.30"
"04/01/2021 09:25:40","73.96","18.34"
"04/01/2021 09:31:04","70.21","18.26"
"04/01/2021 09:35:45","68.56","18.27"
"04/01/2021 09:40:39","73.64","18.43"
"04/01/2021 09:45:45","72.66","18.58"
"04/01/2021 09:50:34","72.21","18.30"
"04/01/2021 09:55:38","73.90","18.39"
"04/01/2021 10:00:36","74.55","18.58"
"04/01/2021 10:05:34","73.42","18.02"
"04/01/2021 10:10:35","74.62","17.82"
"04/01/2021 10:15:52","73.81","18.28"
"04/01/2021 10:20:43","71.94","18.44"
"04/01/2021 10:25:55","73.90","17.85"
"04/01/2021 10:30:45","73.79","18.41"
"04/01/2021 10:35:36","71.48","18.40"
"04/01/2021 10:40:34","73.04","18.36"
"04/01/2021 10:45:38","73.83","18.43"
"04/01/2021 10:50:37","73.64","18.28"
"04/01/2021 10:55:35","70.28","18.40"
"04/01/2021 11:00:39","73.52","18.24"
"04/01/2021 11:05:39","74.45","17.89"
"04/01/2021 11:10:40","73.68","17.69"
"04/01/2021 11:15:40","74.68","18.55"
"04/01/2021 11:20:46","73.62","18.52"
"04/01/2021 11:25:37","74.05","18.39"
"04/01/2021 11:30:50","73.85","18.93"
"04/01/2021 11:35:39","74.99","18.62"
"04/01/2021 11:40:36","73.87","18.40"
"04/01/2021 11:45:36","74.96","18.67"
"04/01/2021 11:50:39","73.72","18.36"
"04/01/2021 11:55:34","73.49","18.35"
"04/01/2021 12:00:45","73.75","18.12"
"04/01/2021 12:05:35","73.67","18.40"
"04/01/2021 12:10:39","70.91","18.67"
"04/01/2021 12:15:47","73.57","18.42"
"04/01/2021 12:20:36","73.49","18.49"
"04/01/2021 12:25:46","74.70","18.65"
"04/01/2021 12:30:40","74.02","18.42"
"04/01/2021 12:35:38","72.06","18.41"
"04/01/2021 12:40:37","73.92","18.43"
"04/01/2021 12:45:48","72.90","18.91"
"04/01/2021 12:50:35","74.69","18.57"
"04/01/2021 12:55:44","73.70","18.38"
"04/01/2021 13:00:35","71.25","17.83"
"04/01/2021 13:05:38","75.04","19.00"
"04/01/2021 13:10:49","74.84","18.54"
"04/01/2021 13:15:47","73.38","18.62"
"04/01/2021 13:20:37","72.74","18.69"
"04/01/2021 13:25:47","69.57","18.69"
"04/01/2021 13:30:46","73.62","18.89"
"04/01/2021 13:35:37","70.50","18.34"
"04/01/2021 13:40:37","73.29","18.35"
"04/01/2021 13:45:41","74.78","18.62"
"04/01/2021 13:50:37","74.96","18.69"
"04/01/2021 13:55:43","72.38","18.41"
"04/01/2021 14:00:47","41.10","17.93"
"04/01/2021 14:05:37","74.87","18.63"
"04/01/2021 14:10:36","74.83","18.70"
"04/01/2021 14:15:37","74.67","18.66"
"04/01/2021 14:20:37","74.83","19.00"
"04/01/2021 14:25:35","74.82","18.69"
"04/01/2021 14:30:38","73.47","18.59"
"04/01/2021 14:35:42","72.65","18.11"
"04/01/2021 14:40:43","74.41","18.38"
"04/01/2021 14:45:38","69.20","15.42"
"04/01/2021 14:50:42","70.09","14.71"
"04/01/2021 14:55:42","71.28","15.24"
"04/01/2021 15:00:53","71.69","14.37"
"04/01/2021 15:05:40","71.34","16.99"
"04/01/2021 15:10:39","75.02","16.74"
"04/01/2021 15:15:35","74.90","17.00"
"04/01/2021 15:20:42","73.75","16.28"
"04/01/2021 15:25:36","72.66","16.52"
"04/01/2021 15:30:36","75.23","16.73"
"04/01/2021 15:35:34","73.27","16.42"
"04/01/2021 15:40:42","72.75","15.56"
"04/01/2021 15:45:44","72.14","14.85"
"04/01/2021 15:50:43","69.63","14.66"
"04/01/2021 15:55:37","72.52","16.47"
"04/01/2021 16:00:44","74.09","17.09"
"04/01/2021 16:05:38","73.21","16.58"
"04/01/2021 16:10:35","73.89","18.30"
"04/01/2021 16:15:35","73.49","18.27"
"04/01/2021 16:20:35","74.91","18.54"
"04/01/2021 16:25:40","74.13","18.41"
"04/01/2021 16:30:39","74.60","18.65"
"04/01/2021 16:35:34","72.79","18.33"
"04/01/2021 16:40:40","75.05","18.42"
"04/01/2021 16:45:40","75.15","18.71"
"04/01/2021 16:50:39","73.83","18.32"
"04/01/2021 16:55:39","74.26","18.59"
"04/01/2021 17:00:41","73.96","18.30"
"04/01/2021 17:05:38","74.80","18.70"
"04/01/2021 17:10:40","74.67","18.69"
"04/01/2021 17:15:35","74.83","18.70"
"04/01/2021 17:20:39","74.96","18.68"
"04/01/2021 17:25:36","73.89","18.19"
"04/01/2021 17:30:41","75.14","18.69"
"04/01/2021 17:35:40","73.78","18.40"
"04/01/2021 17:40:40","73.72","18.43"
"04/01/2021 17:45:36","71.76","18.42"
"04/01/2021 17:50:35","74.00","18.49"
"04/01/2021 17:55:35","73.94","18.67"
"04/01/2021 18:00:40","73.74","18.33"
"04/01/2021 18:05:38","61.43","18.19"
"04/01/2021 18:10:47","74.91","18.60"
"04/01/2021 18:15:40","72.48","18.40"
"04/01/2021 18:20:42","73.79","18.43"
"04/01/2021 18:25:41","73.23","18.27"
"04/01/2021 18:30:38","73.74","18.44"
"04/01/2021 18:35:37","73.95","18.42"
"04/01/2021 18:40:45","72.99","18.43"
"04/01/2021 18:45:39","73.79","18.44"
"04/01/2021 18:50:35","73.90","18.44"
"04/01/2021 18:55:35","73.64","18.43"
"04/01/2021 19:00:39","74.04","18.42"
"04/01/2021 19:05:39","73.61","18.43"
"04/01/2021 19:10:38","74.11","18.43"
"04/01/2021 19:15:38","73.72","18.42"
"04/01/2021 19:20:37","73.85","18.44"
"04/01/2021 19:25:40","75.00","18.70"
"04/01/2021 19:30:39","74.94","18.69"
"04/01/2021 19:35:40","74.01","18.45"
"04/01/2021 19:40:38","73.98","18.71"
"04/01/2021 19:45:39","75.11","18.70"
"04/01/2021 19:50:39","73.52","18.43"
"04/01/2021 19:55:40","74.80","18.70"
"04/01/2021 20:00:35","73.98","18.42"
"04/01/2021 20:05:41","73.98","18.43"
"04/01/2021 20:10:36","73.97","18.41"
"04/01/2021 20:15:35","73.54","18.43"
"04/01/2021 20:20:36","73.28","18.23"
"04/01/2021 20:25:44","74.84","19.13"
"04/01/2021 20:30:40","74.07","18.45"
"04/01/2021 20:35:40","73.30","18.71"
"04/01/2021 20:40:40","74.08","18.44"
"04/01/2021 20:45:42","74.20","18.74"
"04/01/2021 20:50:39","73.64","18.40"
"04/01/2021 20:55:39","73.86","18.44"
"04/01/2021 21:00:34","74.72","18.70"
"04/01/2021 21:05:37","73.71","18.43"
"04/01/2021 21:10:36","74.08","18.41"
"04/01/2021 21:15:39","75.29","18.69"
"04/01/2021 21:20:39","74.10","18.43"
