"Time","Download","Upload"
"03/30/2021 00:00:22","73.63","18.44"
"03/30/2021 00:05:20","73.61","18.43"
"03/30/2021 00:10:22","74.01","18.41"
"03/30/2021 00:15:20","72.93","18.37"
"03/30/2021 00:20:24","74.03","18.44"
"03/30/2021 00:25:21","73.88","18.44"
"03/30/2021 00:30:23","72.42","18.44"
"03/30/2021 00:35:21","73.90","18.19"
"03/30/2021 00:40:21","73.64","18.44"
"03/30/2021 00:45:20","73.79","18.44"
"03/30/2021 00:50:20","73.92","18.44"
"03/30/2021 00:55:24","73.92","19.04"
"03/30/2021 01:00:21","74.02","18.43"
"03/30/2021 01:05:23","74.59","18.71"
"03/30/2021 01:10:23","74.54","18.69"
"03/30/2021 01:15:21","74.95","18.70"
"03/30/2021 01:20:21","73.80","18.41"
"03/30/2021 01:25:22","73.90","18.39"
"03/30/2021 01:30:23","72.83","18.45"
"03/30/2021 01:35:22","74.03","18.44"
"03/30/2021 01:40:21","74.77","18.70"
"03/30/2021 01:45:21","73.86","18.44"
"03/30/2021 01:50:19","74.15","18.44"
"03/30/2021 01:55:21","74.98","19.04"
"03/30/2021 02:00:22","74.08","18.43"
"03/30/2021 02:05:20","73.51","18.44"
"03/30/2021 02:10:22","73.31","18.42"
"03/30/2021 02:15:18","73.84","18.44"
"03/30/2021 02:20:21","74.07","18.43"
"03/30/2021 02:25:21","74.21","18.52"
"03/30/2021 02:30:23","73.83","18.44"
"03/30/2021 02:35:22","73.76","18.45"
"03/30/2021 02:40:20","73.91","18.41"
"03/30/2021 02:45:20","74.09","18.44"
"03/30/2021 02:50:23","74.09","18.78"
"03/30/2021 02:55:20","73.54","18.29"
"03/30/2021 03:00:24","71.92","17.48"
"03/30/2021 03:05:28","74.08","18.43"
"03/30/2021 03:10:20","73.96","18.44"
"03/30/2021 03:15:20","73.72","18.43"
"03/30/2021 03:20:18","74.06","18.43"
"03/30/2021 03:25:20","73.86","18.44"
"03/30/2021 03:30:23","73.83","18.45"
"03/30/2021 03:35:23","73.26","18.48"
"03/30/2021 03:40:24","73.93","18.74"
"03/30/2021 03:45:22","73.95","18.44"
"03/30/2021 03:50:20","73.86","18.43"
"03/30/2021 03:55:19","73.67","18.43"
"03/30/2021 04:00:21","73.81","18.45"
"03/30/2021 04:05:19","73.91","18.43"
"03/30/2021 04:10:18","72.61","18.43"
"03/30/2021 04:16:01","74.18","18.44"
"03/30/2021 04:20:36","73.97","18.44"
"03/30/2021 04:25:26","74.03","18.44"
"03/30/2021 04:30:24","73.79","18.44"
"03/30/2021 04:35:27","74.26","18.44"
"03/30/2021 04:40:27","74.04","18.51"
"03/30/2021 04:45:23","73.91","18.43"
"03/30/2021 04:50:25","73.69","18.45"
"03/30/2021 04:55:21","69.22","18.44"
"03/30/2021 05:00:25","73.90","18.44"
"03/30/2021 05:05:20","73.70","18.44"
"03/30/2021 05:10:26","73.92","18.42"
"03/30/2021 05:15:25","73.28","18.79"
"03/30/2021 05:20:26","74.13","18.44"
"03/30/2021 05:25:21","73.97","18.43"
"03/30/2021 05:30:36","74.04","18.43"
"03/30/2021 05:35:21","73.93","18.44"
"03/30/2021 05:40:21","73.80","18.22"
