"Time","Download","Upload"
"03/28/2021 00:00:18","73.43","17.51"
"03/28/2021 00:05:19","72.24","17.31"
"03/28/2021 00:10:23","72.79","17.07"
"03/28/2021 00:15:21","73.77","17.30"
"03/28/2021 00:20:19","72.82","17.08"
"03/28/2021 00:25:25","72.13","17.15"
"03/28/2021 00:30:19","72.74","17.29"
"03/28/2021 00:35:18","73.30","17.33"
"03/28/2021 00:40:18","73.98","17.38"
"03/28/2021 00:45:22","72.80","17.09"
"03/28/2021 00:50:21","72.76","16.98"
"03/28/2021 00:55:21","72.57","16.88"
"03/28/2021 02:00:20","72.07","16.97"
"03/28/2021 02:05:20","72.89","17.12"
"03/28/2021 02:10:19","74.00","17.34"
"03/28/2021 02:15:19","72.64","17.07"
"03/28/2021 02:20:19","73.68","17.36"
"03/28/2021 02:25:20","75.35","18.68"
"03/28/2021 02:30:20","73.92","18.43"
"03/28/2021 02:35:18","73.96","17.90"
"03/28/2021 02:40:23","74.16","18.45"
"03/28/2021 02:45:18","74.95","18.68"
"03/28/2021 02:50:21","75.24","18.71"
"03/28/2021 02:55:21","73.99","18.42"
"03/28/2021 03:00:21","73.80","18.42"
"03/28/2021 03:05:23","73.97","18.68"
"03/28/2021 03:10:23","74.21","18.68"
"03/28/2021 03:15:19","74.54","18.69"
"03/28/2021 03:20:23","74.08","18.42"
"03/28/2021 03:25:22","74.78","18.68"
"03/28/2021 03:30:23","73.98","18.44"
"03/28/2021 03:35:23","74.09","18.45"
"03/28/2021 03:40:22","74.01","18.83"
"03/28/2021 03:45:21","74.00","18.32"
"03/28/2021 03:50:20","73.87","18.44"
"03/28/2021 03:55:19","73.69","18.44"
"03/28/2021 04:00:18","75.12","18.66"
"03/28/2021 04:05:21","75.08","18.71"
"03/28/2021 04:10:22","73.92","18.40"
"03/28/2021 04:15:20","75.13","18.70"
"03/28/2021 04:20:34","74.00","18.41"
"03/28/2021 04:25:21","74.00","18.20"
"03/28/2021 04:30:20","74.04","18.41"
"03/28/2021 04:35:18","74.75","18.70"
"03/28/2021 04:40:19","73.59","18.44"
"03/28/2021 04:45:18","74.01","18.44"
"03/28/2021 04:50:18","73.76","18.43"
"03/28/2021 04:55:22","75.08","18.69"
"03/28/2021 05:00:20","75.01","18.70"
"03/28/2021 05:05:23","74.05","18.44"
"03/28/2021 05:10:18","74.86","18.70"
"03/28/2021 05:15:21","75.12","18.69"
"03/28/2021 05:20:21","74.97","18.71"
"03/28/2021 05:25:21","74.98","18.70"
"03/28/2021 05:30:21","74.88","18.69"
