"Time","Download","Upload"
"02/21/2021 00:00:20","74.96","18.66"
"02/21/2021 00:05:24","65.54","18.17"
"02/21/2021 00:10:19","74.62","18.67"
"02/21/2021 00:15:20","74.86","18.69"
"02/21/2021 00:20:20","74.83","18.68"
"02/21/2021 00:25:24","74.84","19.01"
"02/21/2021 00:30:18","74.64","18.72"
"02/21/2021 00:35:27","74.95","18.69"
"02/21/2021 00:40:20","75.14","18.70"
"02/21/2021 00:45:22","74.34","18.71"
"02/21/2021 00:50:20","74.87","18.68"
"02/21/2021 00:55:19","73.92","18.44"
"02/21/2021 01:00:21","75.03","18.70"
"02/21/2021 01:05:19","63.59","17.72"
"02/21/2021 01:10:18","64.18","18.11"
"02/21/2021 01:15:22","74.92","18.72"
"02/21/2021 01:20:20","75.17","18.66"
"02/21/2021 01:25:25","73.99","18.44"
"02/21/2021 01:30:23","74.82","18.70"
"02/21/2021 01:35:20","73.84","18.44"
"02/21/2021 01:40:23","74.91","19.06"
"02/21/2021 01:45:20","75.01","18.71"
"02/21/2021 01:50:19","74.19","18.43"
"02/21/2021 01:55:22","74.05","18.43"
"02/21/2021 02:00:21","75.01","18.62"
"02/21/2021 02:05:25","74.22","18.66"
"02/21/2021 02:10:28","74.99","18.70"
"02/21/2021 02:15:22","75.05","18.70"
"02/21/2021 02:20:20","73.72","18.43"
"02/21/2021 02:25:20","74.01","18.41"
"02/21/2021 02:30:21","73.84","18.44"
"02/21/2021 02:35:22","74.77","18.90"
"02/21/2021 02:40:23","74.96","18.79"
"02/21/2021 02:45:20","75.01","18.69"
"02/21/2021 02:50:23","74.90","19.01"
"02/21/2021 02:55:21","74.18","18.42"
"02/21/2021 03:00:19","73.75","18.40"
"02/21/2021 03:05:21","74.86","18.93"
"02/21/2021 03:10:21","74.91","18.71"
"02/21/2021 03:15:20","73.81","18.43"
"02/21/2021 03:20:19","75.05","18.68"
"02/21/2021 03:25:20","75.11","18.68"
"02/21/2021 03:30:23","73.86","18.44"
"02/21/2021 03:35:19","75.17","18.68"
"02/21/2021 03:40:18","73.88","18.43"
"02/21/2021 03:45:20","73.85","18.42"
"02/21/2021 03:50:22","74.01","18.41"
"02/21/2021 03:55:20","74.66","18.69"
"02/21/2021 04:00:21","74.05","18.43"
"02/21/2021 04:05:18","73.71","18.41"
"02/21/2021 04:10:20","74.81","18.70"
"02/21/2021 04:15:20","73.84","18.41"
"02/21/2021 04:20:19","74.60","19.18"
"02/21/2021 04:25:20","75.21","18.69"
"02/21/2021 04:30:20","75.05","18.70"
"02/21/2021 04:35:20","74.81","18.67"
"02/21/2021 04:40:23","74.28","18.54"
"02/21/2021 04:45:22","73.71","18.43"
"02/21/2021 04:50:18","74.93","18.70"
"02/21/2021 04:55:18","73.73","18.42"
"02/21/2021 05:00:18","73.88","18.41"
"02/21/2021 05:05:17","73.79","18.40"
"02/21/2021 05:10:20","73.76","18.37"
"02/21/2021 05:15:20","73.97","18.41"
"02/21/2021 05:20:19","74.97","18.58"
"02/21/2021 05:25:23","73.99","18.43"
"02/21/2021 05:30:17","74.02","18.41"
"02/21/2021 05:35:20","74.34","18.68"
"02/21/2021 05:40:27","73.89","18.69"
"02/21/2021 05:45:20","74.86","18.69"
"02/21/2021 05:50:22","74.77","18.03"
"02/21/2021 05:55:22","75.13","18.70"
